MOUSE ID,GHB24,GHB58,GHB62,GHB69,GHB74,GHB83,GHB49,GHB51,GHB52,GGW079,GGW086,GGW087,GGW076,GGW078,GGW092,GGW102,GGW075,GGW098,GGW103
FibreTracts_cing,0.089435943,0.089448242,0.08902757,0.091298967,0.089540992,0.087856806,0.084321868,0.08735651,0.086637109,0.089420839,0.092473731,0.09299356,0.087966295,0.089486338,0.087849583,0.086309678,0.087725132,0.086679425,0.086985883
FibreTracts_cpd,0.101695368,,0.102669377,,,,0.086712947,0.093545008,,,,,,0.090816285,,,0.088052867,,
FibreTracts_df,0.06768924,0.08919473,0.103598951,,0.044649578,0.067259032,0.086606123,0.091307928,0.090366923,0.048209338,,,,0.086884045,,0.095846064,0.087545076,0.043021395,0.084959766
FibreTracts_fi,0.099012461,,,,0.043837331,,,,,,,,,0.086470898,,,,,0.082809623
FibreTracts_int,0.093903012,0.088085467,0.090754222,,0.080317319,0.066330478,0.082626473,0.09117003,0.090709036,0.090033207,,,0.074179756,0.086796712,0.074912821,0.089096041,0.038291896,0.081712733,0.093800288
FibreTracts_opt,,,,,,,,,,,,,,,,,,,0.042654408
FibreTracts_stInf,0.094775078,0.086020895,0.093823252,0.085571886,0.090876137,0.09138779,0.090080923,0.091408647,0.086309237,0.087688331,0.09663848,0.098314468,0.086556815,0.091672821,0.094035088,0.089342441,0.088549667,0.088316545,0.086547424
FibreTracts_stSup,0.10268886,0.089949783,0.097770342,0.042188255,0.087932426,0.060946487,0.094168957,0.097544174,,0.096398402,0.03491517,,0.045031593,0.092969424,0.092677388,0.093835828,0.076758567,0.080467551,0.092399475
Hippocampus_CA1slm,0.089153339,0.094259212,0.088665673,0.095023298,0.096032297,0.091641371,0.087606552,0.089764888,0.090924666,0.093691087,0.095564322,0.095717551,0.09202026,0.08730503,0.092116696,0.090736807,0.089262566,0.090096981,0.089761891
Hippocampus_CA1so,0.085737706,0.089029861,0.084190977,0.088006332,0.089745081,0.086863844,0.084345897,0.086344604,0.086960105,0.089122146,0.088233063,0.088378902,0.08704996,0.084713236,0.089256127,0.08770415,0.086625977,0.086920758,0.087660791
Hippocampus_CA1sp,0.089701454,0.095383828,0.093340844,0.094378723,0.095464692,0.090416941,0.088290313,0.092092737,0.092609568,0.093671665,0.095529945,0.09482681,0.094439086,0.089332043,0.094319385,0.093209715,0.090142764,0.092339802,0.093212435
Hippocampus_CA1sr,0.086950374,0.090761809,0.08608058,0.089883454,0.091609305,0.088235013,0.085893573,0.087298471,0.088262506,0.090250806,0.089805735,0.090417282,0.088453063,0.085997722,0.090610653,0.089184756,0.088271468,0.088846967,0.088483507
Hippocampus_CA2slm,0.080977072,0.085882349,0.080029378,0.085916671,0.08696712,0.082846511,0.080105281,0.080478447,0.082570827,0.085412685,0.085295206,0.085517026,0.083579437,0.079645445,0.085602004,0.083235221,0.082030378,0.082258311,0.081948206
Hippocampus_CA2so,0.080567076,0.084531973,0.077925061,0.084525721,0.0866008,0.081279062,0.079747463,0.080633569,0.081970375,0.084911664,0.084986709,0.083576732,0.083116296,0.079531684,0.08641419,0.082418341,0.081635366,0.081051557,0.082242252
Hippocampus_CA2sp,0.116243073,0.137831205,0.107740584,0.123513787,0.123672526,0.113817248,0.114485675,0.115522745,0.125455368,0.11910079,0.141359762,0.137747523,0.137475385,0.113834055,0.133775196,0.111124198,0.108065385,0.1076366,0.115219207
Hippocampus_CA2sr,0.083254177,0.090301224,0.082587806,0.088397841,0.089423718,0.085562757,0.082987616,0.083739328,0.086702963,0.088208414,0.088666711,0.088309434,0.088020553,0.08197085,0.089866607,0.086868111,0.084891815,0.085467172,0.085589977
Hippocampus_CA3slm,0.084775351,0.09071854,0.084872006,0.088197601,0.09086118,0.086639723,0.083588745,0.085084883,0.086673745,0.088963555,0.088941941,0.088838264,0.087242519,0.082205144,0.089205673,0.086821115,0.084684343,0.084916179,0.084278125
Hippocampus_CA3slu,0.122613598,0.13008291,0.121454973,0.131354288,0.125970627,0.124078372,0.124809136,0.127649883,0.128043864,0.137085786,0.142925595,0.145295594,0.13715718,0.122134828,0.13237245,0.125249845,0.123511682,0.127920446,0.125031851
Hippocampus_CA3so,0.087456424,0.093956917,0.086458414,0.093777839,0.096230088,0.09086332,0.087574198,0.087021991,0.09094353,0.09280977,0.092753345,0.093110387,0.090840512,0.084747481,0.092031033,0.089457851,0.087638529,0.088023154,0.086934298
Hippocampus_CA3sp,0.11743984,0.130297659,0.117673487,0.130828858,0.12412081,0.117728957,0.116985399,0.120765471,0.123945593,0.122869221,0.129586839,0.132791148,0.120955285,0.106964667,0.120055102,0.114263283,0.109292672,0.11109349,0.109382492
Hippocampus_CA3sr,0.091119449,0.0972934,0.089926925,0.095608778,0.097412302,0.093684491,0.090433838,0.090569437,0.093331319,0.095086979,0.094624427,0.094727119,0.092875082,0.088033545,0.094063295,0.092296955,0.089933421,0.090513671,0.089724054
Hippocampus_DGgrInf,0.101472444,0.111477236,0.102472438,0.113508314,0.110190646,0.101004073,0.096949539,0.101220069,0.109457476,0.106079789,0.122405151,0.113919042,0.114567022,0.100086637,0.119130489,0.112095765,0.107208083,0.110405529,0.105326061
Hippocampus_DGgrSup,0.101301236,0.114566214,0.107830066,0.118466081,0.10877456,0.102558244,0.101170149,0.106142071,0.108516678,0.106946172,0.125132386,0.124675408,0.116556085,0.104643389,0.117450769,0.114522888,0.110676094,0.109674713,0.105968092
Hippocampus_DGmoInf,0.088700637,0.091751215,0.086879329,0.091989952,0.093735829,0.088884368,0.087293978,0.08802262,0.090100043,0.090749859,0.091745152,0.092130124,0.090397713,0.086360652,0.09266545,0.090719135,0.08916821,0.088919988,0.089088003
Hippocampus_DGmoSup,0.08809897,0.09173366,0.086096046,0.092153864,0.092658985,0.088579051,0.085984158,0.088103596,0.089258466,0.09115283,0.091455227,0.091508398,0.090122039,0.085780816,0.091609566,0.089849147,0.088367852,0.088404694,0.088861563
Hippocampus_DGpo,0.11062081,0.121532007,0.113950529,0.123204235,0.118539255,0.114892249,0.112988536,0.115203619,0.117718618,0.11920487,0.124340451,0.125718831,0.116607831,0.106361263,0.116246718,0.110962341,0.108306336,0.109403903,0.107071003
Hippocampus_FC1,0.084903249,0.089978649,0.085167414,0.087358376,0.087709953,0.085446446,0.083984917,0.085489797,0.084374203,0.088048341,0.090205249,,0.087082757,0.080423305,0.092749644,0.089075182,0.090958563,0.089157853,0.092252997
Hippocampus_FC2,0.084830361,0.08729389,0.095073614,0.0933678,0.088834022,0.078610052,0.085224555,0.085905379,0.094682319,0.099150187,0.101910642,0.087049565,0.111692474,0.084693141,0.088650951,0.085219506,0.086057894,0.092477647,0.086815595
Hippocampus_FC3,0.076972838,0.078435234,0.075745424,0.078068415,0.081175767,0.080019679,0.073767757,0.076008054,0.076238103,0.077518942,0.078638827,0.077221043,0.076596645,0.073935767,0.077773363,0.077270482,0.076893849,0.076385931,0.07693343
HypothalamusAll_Hypothalamus,0.092128409,0.096251942,0.0949841,0.096534537,0.097717531,0.092758752,0.091103145,0.095305424,0.094725115,0.095476963,0.09955053,0.100739307,0.095499758,0.095044657,0.09849454,0.095051536,0.095753346,0.093649249,0.092423052
Neocortex_AUDd,0.089784658,0.09096192,0.089059548,0.091283363,0.091236162,0.090512384,0.087159773,0.088746028,0.089359641,0.089513393,0.091783159,0.09086082,0.091216955,0.089293307,0.090698524,0.088908622,0.089302061,0.088688682,0.088721285
Neocortex_AUDp,0.09004605,0.090754423,0.089479326,0.092096928,0.092097404,0.091127932,0.08758646,0.088702834,0.089243142,0.088901488,0.092150148,0.091205764,0.091574824,0.089604376,0.091444134,0.089701681,0.089960664,0.088685269,0.089120085
Neocortex_AUDv,0.089142686,0.08996427,0.089376098,0.091467694,0.092637771,0.090743932,0.08732674,0.088174765,0.089360291,0.088942737,0.091919042,0.091356647,0.091303559,0.089218912,0.091316888,0.08934398,0.08955056,0.088372645,0.088685607
Neocortex_ECT,0.088549146,0.089262612,0.088694858,0.090820099,0.092535064,0.090201383,0.08625436,0.087440376,0.08861141,0.088490541,0.091836418,0.092182218,0.090254131,0.089483449,0.091420088,0.08895607,0.089318017,0.087644682,0.08727239
Neocortex_ENTl,0.087908242,0.088682813,0.087801857,0.088750993,0.093910717,0.08962447,0.08579646,0.086143608,0.087514143,0.088527196,0.09243648,0.088400782,0.089343484,0.088336486,0.090680126,0.088754754,0.088566442,0.087302978,0.08627642
Neocortex_MOp,0.087451159,0.091009299,0.087197805,0.090983819,0.08935519,0.087818666,0.085993868,0.088271333,0.088579967,0.090482396,0.091493282,0.090714913,0.089165572,0.087522762,0.089647103,0.087894117,0.087182577,0.087978007,0.089126606
Neocortex_MOs,0.088167273,0.092607922,0.089260786,0.092288189,0.090415172,0.088861009,0.08701609,0.089002351,0.089925294,0.091829876,0.092594991,0.092230851,0.090339605,0.089911237,0.091040898,0.089567656,0.089734659,0.08999823,0.091046155
Neocortex_PERI,0.087963302,0.088467241,0.088155662,0.09009615,0.092491201,0.089757112,0.0861497,0.086264513,0.087343716,0.087844094,0.0914952,0.091928748,0.089521535,0.088848506,0.090746222,0.088324859,0.088394866,0.087578365,0.086597211
Neocortex_RSPd,0.088820253,0.092028918,0.090157724,0.092519954,0.091164577,0.089383866,0.087787388,0.088888864,0.089947436,0.091127907,0.091904183,0.092077042,0.090039533,0.089679627,0.090397119,0.089327449,0.089223814,0.089473451,0.091085039
Neocortex_RSPv,0.086356258,0.089197915,0.087691806,0.0904363,0.089302082,0.086864551,0.085092361,0.086614293,0.087868306,0.088851192,0.090402531,0.090905696,0.087275975,0.086436035,0.087631668,0.086926088,0.087381133,0.087136965,0.087787734
Neocortex_SSp-bfd,0.088845829,0.090384437,0.087548445,0.090678122,0.089689182,0.08896247,0.086664239,0.088178642,0.088405073,0.089658542,0.090803633,0.090163318,0.089916607,0.088257882,0.090026389,0.08779751,0.087775283,0.088160409,0.088795291
Neocortex_SSp-tr,0.088123948,0.090757027,0.087015139,0.090461904,0.089224852,0.087398624,0.085780535,0.087937199,0.087930905,0.09033299,0.090578041,0.090205561,0.089091293,0.087135759,0.089608254,0.087790644,0.086676133,0.087715458,0.088543279
Neocortex_TEa,0.089045363,0.089744902,0.089351682,0.091217637,0.092750336,0.090401593,0.08688852,0.088031347,0.089014605,0.088978703,0.091838242,0.092269195,0.090842176,0.089532989,0.091408024,0.088970839,0.089427347,0.088017662,0.087855429
OlfactoryAreas_COAa1,,,,,0.09091065,0.083549034,,,0.085506773,0.088028738,,,0.083737977,,,0.085883114,,,
OlfactoryAreas_COAa2,,,,,0.097845529,0.08676192,,,0.089440278,0.090607955,,,0.087569046,,,0.087628199,,,
OlfactoryAreas_COApl1,0.08535591,0.085992103,0.087157277,0.086654678,0.090020988,0.086573318,0.082930892,0.085472739,0.084916057,0.083447113,0.092176652,0.090330041,0.08358772,0.089135747,0.087446254,0.087457089,0.086621651,0.085267946,0.083006148
OlfactoryAreas_COApl2,0.086112471,0.08755712,0.08892912,0.089611383,0.094274621,0.089776994,0.083673886,0.088841799,0.087907579,0.088098281,0.093640739,0.095388529,0.087188823,0.088593306,0.091014868,0.089417391,0.089689106,0.087237818,0.085502191
OlfactoryAreas_COApl3,0.08679682,,0.087518594,0.089815335,,,0.083960265,0.087670052,,,0.095844,0.094226113,,0.087846557,,,0.0891919,,
OlfactoryAreas_COApm1,0.086385771,,,,,,0.084301346,0.084933333,,,,0.090958484,,0.089119102,,,,,
OlfactoryAreas_COApm2,0.087264,,,,,,0.084069053,0.087537381,,,,0.093090086,,0.089651728,,,,,
OlfactoryAreas_COApm3,0.087481333,,,,,,0.08373884,0.087965723,,,,0.094223294,,0.088217952,,,,,
OlfactoryAreas_PAA1,0.084804964,0.084719356,0.087093896,0.05714686,0.092691464,0.087854327,0.082938479,0.087285089,0.085735205,0.085938621,0.09156066,0.08974816,0.084603347,0.087033896,0.087633753,0.087157913,0.088821052,0.086877,0.085163427
OlfactoryAreas_PAA2,0.086892717,0.086630501,0.08984665,0.089340471,0.092491795,0.090444184,0.085308996,0.08924364,0.087533963,0.088507205,0.094287515,0.094996079,0.087666257,0.090537982,0.088768026,0.087522736,0.092729944,0.087423996,0.086695697
OlfactoryAreas_PAA3,0.087750429,0.086364399,0.088657757,0.090359236,0.094835981,0.089344276,0.085645393,0.088165884,0.087264624,0.088404173,0.093872576,0.094078762,0.089328931,0.089995248,0.090860865,0.088091788,0.09066824,0.08694976,0.08692681
OlfactoryAreas_PIR1,0.086807815,0.08674918,0.08814963,0.089346507,0.0934938,0.086570862,0.085190415,0.084528941,0.086789766,0.087667418,0.092024602,0.090485072,0.087815956,0.088237,0.089471369,0.087621007,0.089971031,0.087963809,0.085816905
OlfactoryAreas_PIR2,0.089458116,0.089618877,0.092105033,0.091808036,0.096097011,0.088665074,0.088275087,0.087757973,0.089946037,0.089674832,0.095192693,0.095084609,0.090818327,0.091187631,0.092223766,0.090233097,0.09291438,0.090586976,0.088975031
OlfactoryAreas_PIR3,0.08813712,0.088744444,0.08961881,0.090663557,0.0937727,0.087704494,0.086895014,0.08673054,0.088145524,0.088247644,0.093339496,0.092645437,0.088656296,0.089044903,0.091526685,0.088026085,0.090428747,0.087952501,0.086356973
Pallidum_GPe,0.096239012,0.102403379,0.099894619,0.102602252,0.103786724,0.10071364,0.0966672,0.10089439,0.09927647,0.099841366,0.106248454,,0.101590891,0.094727323,0.103137855,0.099439792,0.099483686,0.099533269,0.098899457
Pallidum_GPi,,0.101326883,,,0.099755037,0.095630728,,,0.097932001,0.098051884,0.098054069,,0.1012546,,0.101988395,0.102612481,,0.098036168,0.098489449
Pallidum_SI,,0.098738172,,0.091728,0.099782526,0.095136947,,0.091728,0.097194076,0.095696548,0.098516331,,0.09856549,,0.095795601,0.094772736,0.093328811,0.093141601,0.08997645
Striatum_CEA,0.086966419,0.087928826,0.087853561,0.09061157,0.093427118,0.087823494,0.083258088,0.086423095,0.085983113,0.085135938,0.093865043,0.09179651,0.089477907,0.086155941,0.089715738,0.087198956,0.088478111,0.085963646,0.083456942
Striatum_CP,0.088247125,0.089386679,0.088610216,0.090063413,0.092591627,0.089559514,0.085681092,0.086614178,0.088383085,0.087798137,0.092022967,0.091768106,0.090746188,0.086923468,0.090071454,0.087267102,0.087880418,0.086589597,0.086709191
Striatum_IA,0.086539664,0.089084748,0.086664355,0.088866691,0.095243374,0.086847059,0.084312381,0.085263677,0.086447639,0.084288112,0.095418047,0.093808654,0.090887486,0.087891299,0.089407961,0.086824667,0.088413626,0.085367506,0.084345156
Striatum_MEA,0.087046512,0.088977531,0.090009133,0.090717181,0.093300203,0.08842783,0.08492427,0.088578965,0.087403225,0.087822197,0.094901949,0.094737486,0.088200532,0.090031463,0.090735558,0.08890999,0.089767122,0.086666924,0.085052619
ThalamusAll_Thalamus,0.080585379,0.081755233,0.080164622,0.081970975,0.082498838,0.078796427,0.077749833,0.079731451,0.080408148,0.080312395,0.082659006,0.083128931,0.080505394,0.081499908,0.084659474,0.080805749,0.081336177,0.080117291,0.079045191
